STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT08,WT09,WT13,WT14,WT16,WT17,WT18,WT22
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/21/2017 12:00:00 AM,4.47,,,0.02,0,0,53,64,50,40,40,10.1,14.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/22/2017 12:00:00 AM,4.47,,,0,0,0,57,68,51,240,250,12.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/23/2017 12:00:00 AM,5.14,,,0,0,0,60,68,54,250,210,10.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/24/2017 12:00:00 AM,2.91,,,0,0,0,59,72,50,290,290,10.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/25/2017 12:00:00 AM,4.03,,,0.01,0,0,61,65,56,220,210,13,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/26/2017 12:00:00 AM,6.49,,,0,0,0,63,74,55,20,20,15,19,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/27/2017 12:00:00 AM,6.93,,,0,0,0,64,80,54,30,90,15,18.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/28/2017 12:00:00 AM,5.37,,,0,0,0,70,86,55,200,200,15,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/29/2017 12:00:00 AM,10.74,,,0.07,0,0,65,67,54,220,210,21.9,27.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/30/2017 12:00:00 AM,9.62,,,0.01,0,0,57,64,52,210,220,23,29.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/01/2017 12:00:00 AM,4.92,,,0,0,0,55,62,50,360,10,14.1,17,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/02/2017 12:00:00 AM,6.49,,,0,0,0,53,62,47,20,10,17,23,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/03/2017 12:00:00 AM,9.4,,,0,0,0,56,69,44,10,10,19.9,21.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/04/2017 12:00:00 AM,5.14,,,0,0,0,57,68,45,60,60,12.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/05/2017 12:00:00 AM,2.91,,,0,0,0,56,69,45,140,50,8.9,11,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/06/2017 12:00:00 AM,14.09,,,0.01,0,0,56,66,46,200,200,28,38,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/07/2017 12:00:00 AM,9.17,,,0.01,0,0,55,62,49,210,210,23,30,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/08/2017 12:00:00 AM,4.92,,,0.01,0,0,53,62,46,310,50,10.1,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/09/2017 12:00:00 AM,4.7,,,0,0,0,52,64,43,360,10,10.1,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/10/2017 12:00:00 AM,7.16,,,0,0,0,52,60,45,220,210,17,23,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/11/2017 12:00:00 AM,8.5,,,0.17,0,0,49,57,43,250,240,14.1,19.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/12/2017 12:00:00 AM,8.28,,,0.38,0,0,47,50,45,200,200,15,18.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/13/2017 12:00:00 AM,6.04,,,0,0,0,47,54,41,20,30,15,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/14/2017 12:00:00 AM,5.14,,,0,0,0,45,56,38,130,200,10.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/15/2017 12:00:00 AM,4.92,,,0,0,0,51,63,41,20,20,12.1,14.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/16/2017 12:00:00 AM,9.4,,,0,0,0,52,62,42,220,210,21.9,25.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/17/2017 12:00:00 AM,12.75,,,0.06,0,0,54,60,49,200,210,30,40,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/18/2017 12:00:00 AM,13.87,,,1.35,0,0,52,64,47,190,190,35.1,50.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/19/2017 12:00:00 AM,10.74,,,1.04,0,0,54,54,50,170,180,19.9,25.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/20/2017 12:00:00 AM,13.42,,,0.13,0,0,49,53,46,200,210,23,29.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/21/2017 12:00:00 AM,10.74,,,1.61,0,0,47,58,45,220,220,25.1,36.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/22/2017 12:00:00 AM,12.97,,,0.02,0,0,55,60,50,210,210,25.1,35.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/23/2017 12:00:00 AM,5.14,,,0,0,0,54,65,49,20,20,12.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/24/2017 12:00:00 AM,6.71,,,0,0,0,55,66,46,360,20,13,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/25/2017 12:00:00 AM,6.49,,,0.01,0,0,52,59,44,10,10,15,18.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/26/2017 12:00:00 AM,12.08,,,0,0,0,53,58,49,20,10,19.9,23.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/27/2017 12:00:00 AM,8.05,,,0,0,0,53,66,46,20,10,21,25.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/28/2017 12:00:00 AM,1.57,,,0,0,0,54,68,44,130,290,6,8.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/29/2017 12:00:00 AM,6.04,,,0,0,0,52,56,46,30,30,18.1,23.9,1,1,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/30/2017 12:00:00 AM,10.07,,,0,0,0,54,63,45,10,360,17,19.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/31/2017 12:00:00 AM,5.14,,,0,0,0,49,58,38,220,220,12.1,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/01/2017 12:00:00 AM,11.18,,,0.01,0,0,51,55,47,190,200,18.1,25.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/02/2017 12:00:00 AM,13.2,,,0.19,0,0,48,50,42,140,230,21.9,30,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/03/2017 12:00:00 AM,10.96,,,0.3,0,0,39,43,33,20,20,18.1,21.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/04/2017 12:00:00 AM,5.82,,,0.42,0,0,38,41,35,70,80,13,16.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/05/2017 12:00:00 AM,9.17,,,0.61,0.4,0,37,40,33,350,360,23,27.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/06/2017 12:00:00 AM,6.49,,,0,0,0,38,47,36,110,160,18.1,23,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/07/2017 12:00:00 AM,12.97,,,0,0,0,42,48,38,120,120,21,32,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/08/2017 12:00:00 AM,12.53,,,0.15,0,0,49,54,45,130,90,23.9,30,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/09/2017 12:00:00 AM,6.49,,,0.42,0,0,48,50,43,180,160,15,21.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/10/2017 12:00:00 AM,5.82,,,0.01,0,0,47,51,41,90,90,12.1,14.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/11/2017 12:00:00 AM,6.71,,,0.05,0,0,46,52,43,110,110,15,19,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/12/2017 12:00:00 AM,7.83,,,0.52,0,0,50,57,47,110,90,15,19.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/13/2017 12:00:00 AM,19.69,,,0.81,0,0,50,55,45,190,180,38.9,53.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/14/2017 12:00:00 AM,17.67,,,0.05,0,0,47,54,44,170,160,29.1,36.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/15/2017 12:00:00 AM,10.07,,,0.46,0,0,49,53,43,160,19,25.1,36,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/16/2017 12:00:00 AM,11.18,,,0.16,0,0,44,44,42,190,190,21,25.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/17/2017 12:00:00 AM,12.3,,,0,0,0,44,50,42,200,200,21.9,28,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/18/2017 12:00:00 AM,7.16,,,0,0,0,47,52,41,180,180,15,19.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/19/2017 12:00:00 AM,7.38,,,0.58,0,0,45,53,39,220,220,17,23,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/20/2017 12:00:00 AM,6.26,,,0.63,0,0,46,50,41,220,230,17,21,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/21/2017 12:00:00 AM,5.37,,,1.14,0,0,44,60,38,170,180,14.1,19,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/22/2017 12:00:00 AM,8.28,,,0.52,0,0,58,68,56,220,210,19.9,25.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/23/2017 12:00:00 AM,12.53,,,0.2,0,0,57,59,48,230,230,21,28,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/24/2017 12:00:00 AM,11.18,,,0.01,0,0,49,52,46,190,180,19.9,25.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/25/2017 12:00:00 AM,5.82,,,0.19,0,0,48,51,43,100,20,13,18.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/26/2017 12:00:00 AM,12.08,,,0.25,0,0,50,58,42,250,230,25.1,36,1,1,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/27/2017 12:00:00 AM,9.62,,,0,0,0,45,50,42,220,190,16.1,19.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/28/2017 12:00:00 AM,7.61,,,0.68,0,0,45,47,43,190,200,16.1,19.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/29/2017 12:00:00 AM,5.82,,,0,0,0,44,50,41,170,,12.1,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/30/2017 12:00:00 AM,8.05,,,0.27,0,0,45,46,41,190,190,15,19.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/01/2017 12:00:00 AM,10.07,,,0.27,0,0,44,48,38,210,190,16.1,21.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/02/2017 12:00:00 AM,6.71,,,0.79,0,0,43,44,41,170,140,13,17,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/03/2017 12:00:00 AM,3.8,,,0.05,0,0,42,46,39,20,320,12.1,15,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/04/2017 12:00:00 AM,4.7,,,0,0,0,39,45,34,40,40,10.1,13,1,1,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/05/2017 12:00:00 AM,11.86,,,0,0,0,38,45,33,20,20,23,27.1,1,1,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/06/2017 12:00:00 AM,13.2,,,0,0,0,41,52,36,20,10,19.9,23.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/07/2017 12:00:00 AM,4.25,,,0,0,0,42,52,34,20,20,13,13,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/08/2017 12:00:00 AM,2.46,,2234,0,0,0,36,43,29,120,100,8.9,11,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/09/2017 12:00:00 AM,2.01,,2303,0,0,0,35,44,29,110,120,12.1,14.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/10/2017 12:00:00 AM,6.49,,1952,0,0,0,40,49,34,10,20,13,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/11/2017 12:00:00 AM,5.14,,1931,0,0,0,38,49,29,110,110,12.1,14.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/12/2017 12:00:00 AM,4.47,,2229,0,0,0,40,46,32,60,30,12.1,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/13/2017 12:00:00 AM,9.62,,1412,0,0,0,41,48,34,10,10,21,23,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/14/2017 12:00:00 AM,4.7,,1728,0,0,0,43,50,36,30,60,10.1,14.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/15/2017 12:00:00 AM,5.82,,749,0.06,0,0,41,43,37,150,150,13,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/16/2017 12:00:00 AM,6.26,,2242,0.14,0,0,41,45,37,170,170,12.1,14.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/17/2017 12:00:00 AM,14.99,,1728,0.03,0,0,44,50,42,190,190,23.9,32,1,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/18/2017 12:00:00 AM,11.41,,144,0.7,0,0,48,49,41,190,210,25.1,35.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/19/2017 12:00:00 AM,14.32,,1400,1,0,0,44,50,40,210,210,31.1,38,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/20/2017 12:00:00 AM,9.84,,1333,0.13,0,0,41,49,32,360,350,21.9,28,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/21/2017 12:00:00 AM,6.26,,2202,0.01,0,0,34,41,29,150,160,10.1,14.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/22/2017 12:00:00 AM,7.38,,2342,0.09,0,0,38,40,35,360,360,17,19.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/23/2017 12:00:00 AM,11.63,,250,0,0,0,35,38,29,10,20,21,23.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/24/2017 12:00:00 AM,8.72,,1024,0.12,1.6,0,34,38,28,70,120,17,19.9,1,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/25/2017 12:00:00 AM,2.91,,2,0.09,1,2,32,35,31,120,100,8.9,13,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/26/2017 12:00:00 AM,4.47,,1213,0,0,2,34,39,31,80,80,12.1,14.1,1,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/27/2017 12:00:00 AM,3.8,,1412,0,0,1.2,35,41,33,130,130,8.1,8.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/28/2017 12:00:00 AM,10.74,,1356,0.34,0,0,42,48,38,180,170,21,23.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/29/2017 12:00:00 AM,10.29,,2126,1.5,0,0,46,54,39,220,210,33.1,47,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/30/2017 12:00:00 AM,11.63,,50,0.11,0,0,47,48,38,220,210,31.1,40.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,12/31/2017 12:00:00 AM,12.3,,1351,0,0,0,39,43,33,20,20,19.9,23,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/01/2018 12:00:00 AM,8.72,,,0,0,0,36,44,31,20,20,15,17,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/02/2018 12:00:00 AM,7.83,,,0,0,0,37,44,34,30,20,15,18.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/03/2018 12:00:00 AM,8.72,,,0,0,0,39,49,33,20,30,13,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/04/2018 12:00:00 AM,2.68,,,0.13,0,0,41,47,35,120,90,10.1,12.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/05/2018 12:00:00 AM,6.49,,,0.51,0,0,46,51,45,110,110,19.9,23.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/06/2018 12:00:00 AM,10.51,,,0.17,0,0,47,48,42,220,210,21.9,28,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/07/2018 12:00:00 AM,6.04,,,0.33,0,0,44,45,41,120,140,14.1,19,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/08/2018 12:00:00 AM,3.8,,,0.16,0,0,45,49,43,110,110,12.1,17,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/09/2018 12:00:00 AM,8.5,,,0.18,0,0,45,50,43,210,210,19.9,25.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/10/2018 12:00:00 AM,10.51,,,0.17,0,0,43,45,41,190,190,17,23,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/11/2018 12:00:00 AM,9.84,,,1.12,0,0,44,50,42,220,200,18.1,25.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/12/2018 12:00:00 AM,11.63,,,0.1,0,0,50,51,48,210,190,23,31.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/13/2018 12:00:00 AM,6.71,,,0.01,0,0,50,58,45,20,20,15,18.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/14/2018 12:00:00 AM,5.59,,,0,0,0,47,56,40,20,10,15,17,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/15/2018 12:00:00 AM,8.72,,,0.06,0,0,48,64,41,130,120,21.9,29.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/16/2018 12:00:00 AM,8.72,,,0.19,0,0,52,56,44,190,210,21,25.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/17/2018 12:00:00 AM,9.17,,,0.43,0,0,49,56,45,200,200,25.9,33.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/18/2018 12:00:00 AM,10.51,,,0.4,0,0,48,52,39,270,250,23.9,34,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/19/2018 12:00:00 AM,11.18,,,0.03,0,0,42,46,38,210,210,21.9,28,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/20/2018 12:00:00 AM,14.32,,,0.08,0,0,43,49,39,170,180,25.1,35.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,01/21/2018 12:00:00 AM,17.9,,,0.11,0,0,48,51,39,210,210,30,40.9,1,,,,,,,,,,,,
